year,site,area,box,recording_date,date_aprildays,sunrise,sunset,day_before_hatch,inc_start,inc_start_aprildays,first_offbout,activity_onset_time,activity_onset_abs,activity_onset_relative,chronotype,last_onbout_time,activity_end_abs,activity_end_relative,daylength,act_window,night_var,lognight_var,light_atnight,percentage_in,clutch_size,inc_length,hatching_date,hatchlings,avg_chickweight,var_chickweight,fledglings,meantemp,mintemp,maxtemp
2016,KG,City,6KG,14/05/2016,44,14/05/2016 05:06,14/05/2016 21:21,-2,30/04/2016 01:00,30,14/05/2016 05:30,05:30:00,330,24,,14/05/2016 19:38,1178,-103,975,848,0.160420191,-0.794740971,47.64,87.91666667,5,16,16/05/2016,5,19.65,0.7,4,10.44088833,2.1,22.159
2016,KG,City,6KG,15/05/2016,45,15/05/2016 05:04,15/05/2016 21:23,-1,30/04/2016 01:00,30,15/05/2016 05:28,05:28:00,328,24,,15/05/2016 19:56,1196,-87,979,868,,,47.64,83.88888889,5,16,16/05/2016,5,19.65,0.7,4,10.01914186,3,25.184
2016,SCENE,Forest,128PEN,15/05/2016,45,15/05/2016 05:04,15/05/2016 21:26,-9,12/05/2016 01:00,42,15/05/2016 05:05,05:05:00,305,1,15,15/05/2016 20:31,1231,-55,982,926,0.583053105,-0.234291888,0.32,81.11111111,4,12,24/05/2016,0,,,0,9.14700641,-1.9,18.177
2016,SCENE,Forest,128PEN,16/05/2016,46,16/05/2016 05:02,16/05/2016 21:28,-8,12/05/2016 01:00,42,16/05/2016 05:21,05:21:00,321,19,,16/05/2016 19:55,1195,-93,986,874,0.30881463,-0.510302133,0.32,84.30555556,4,12,24/05/2016,0,,,0,10.05921474,1.9,17.176
2016,SCENE,Forest,128PEN,17/05/2016,47,17/05/2016 05:00,17/05/2016 21:30,-7,12/05/2016 01:00,42,17/05/2016 05:21,05:21:00,321,21,,17/05/2016 18:47,1127,-163,990,806,0.159105481,-0.798314859,0.32,87.5,4,12,24/05/2016,0,,,0,8.763842949,-0.2,13.668
2016,SCENE,Forest,128PEN,18/05/2016,48,18/05/2016 04:58,18/05/2016 21:32,-6,12/05/2016 01:00,42,18/05/2016 05:17,05:17:00,317,19,,18/05/2016 11:27,,-605,994,370,,,0.32,85.95505618,4,12,24/05/2016,0,,,0,11.46846474,7.2,14.4
2016,SCENE,Forest,142PEN,14/05/2016,44,14/05/2016 05:06,14/05/2016 21:24,-8,08/05/2016 01:00,38,14/05/2016 05:19,05:19:00,319,13,21.5,14/05/2016 19:59,1199,-85,978,880,1.695325268,0.229253035,0.4,81.11111111,8,14,22/05/2016,7,19.91,0.71,7,8.650929487,-3,17.676
2016,SCENE,Forest,142PEN,15/05/2016,45,15/05/2016 05:04,15/05/2016 21:26,-7,08/05/2016 01:00,38,15/05/2016 05:17,05:17:00,317,13,,15/05/2016 19:45,1185,-101,982,868,0.844000878,-0.073657102,0.4,83.75,8,14,22/05/2016,7,19.91,0.71,7,9.14700641,-1.9,18.177
2016,SCENE,Forest,142PEN,16/05/2016,46,16/05/2016 05:02,16/05/2016 21:28,-6,08/05/2016 01:00,38,16/05/2016 05:13,05:13:00,313,11,,16/05/2016 19:01,1141,-147,986,828,1.126350532,0.051673569,0.4,85,8,14,22/05/2016,7,19.91,0.71,7,10.05921474,1.9,17.176
2016,SCENE,Forest,142PEN,17/05/2016,47,17/05/2016 05:00,17/05/2016 21:30,-5,08/05/2016 01:00,38,17/05/2016 05:21,05:21:00,321,21,,17/05/2016 19:29,1169,-121,990,848,0.759597577,-0.119416429,0.4,85.97222222,8,14,22/05/2016,7,19.91,0.71,7,8.763842949,-0.2,13.668
2016,SCENE,Forest,142PEN,18/05/2016,48,18/05/2016 04:58,18/05/2016 21:32,-4,08/05/2016 01:00,38,18/05/2016 05:17,05:17:00,317,19,,18/05/2016 18:16,1096,-196,994,779,0.189279598,-0.722896195,0.4,85.81363004,8,14,22/05/2016,7,19.91,0.71,7,11.46846474,7.2,14.4
2016,SCENE,Forest,142PEN,19/05/2016,49,19/05/2016 04:57,19/05/2016 21:34,-3,08/05/2016 01:00,38,19/05/2016 05:24,05:24:00,324,27,,19/05/2016 18:32,1112,-182,997,788,0.241705695,-0.616713117,0.4,86.80555556,8,14,22/05/2016,7,19.91,0.71,7,11.71444444,7.4,17.676
2016,SCENE,Forest,142PEN,20/05/2016,50,20/05/2016 04:55,20/05/2016 21:35,-2,08/05/2016 01:00,38,20/05/2016 05:10,05:10:00,310,15,,20/05/2016 18:50,1130,-165,1000,820,0.216981117,-0.663578059,0.4,86.66666667,8,14,22/05/2016,7,19.91,0.71,7,9.754166667,8,12.2
2016,SCENE,Forest,142PEN,21/05/2016,51,21/05/2016 04:53,21/05/2016 21:37,-1,08/05/2016 01:00,38,21/05/2016 05:46,05:46:00,346,53,,21/05/2016 19:46,1186,-111,1004,840,,,0.4,83.88888889,8,14,22/05/2016,7,19.91,0.71,7,10.85833333,7.9,13.1
2016,SCENE,Forest,151FS,09/05/2016,39,09/05/2016 05:16,09/05/2016 21:15,-12,07/05/2016 01:00,37,09/05/2016 05:28,05:28:00,328,12,18.8,09/05/2016 19:02,1142,-133,959,814,0.148425775,-0.828490675,0.69,79.44444444,9,14,21/05/2016,9,,,9,15.972,7.647,24.683
2016,SCENE,Forest,151FS,10/05/2016,40,10/05/2016 05:13,10/05/2016 21:17,-11,07/05/2016 01:00,37,10/05/2016 05:24,05:24:00,324,11,,10/05/2016 19:58,1198,-79,964,874,0.367355993,-0.434912871,0.69,80.83333333,9,14,21/05/2016,9,,,9,16.27573077,8.149,24.183
2016,SCENE,Forest,151FS,11/05/2016,41,11/05/2016 05:11,11/05/2016 21:19,-10,07/05/2016 01:00,37,11/05/2016 05:28,05:28:00,328,17,,11/05/2016 20:28,1228,-51,968,900,0.163590306,-0.786242435,0.69,82.22222222,9,14,21/05/2016,9,,,9,16.93989744,10.659,23.683
2016,SCENE,Forest,151FS,12/05/2016,42,12/05/2016 05:10,12/05/2016 21:21,-9,07/05/2016 01:00,37,12/05/2016 05:32,05:32:00,332,22,,12/05/2016 20:32,1232,-49,971,900,0.23453611,-0.629790282,0.69,84.86111111,9,14,21/05/2016,9,,,9,14.88137821,5.6,22.182
2016,SCENE,Forest,151FS,13/05/2016,43,13/05/2016 05:08,13/05/2016 21:23,-8,07/05/2016 01:00,37,13/05/2016 05:40,05:40:00,340,32,,13/05/2016 13:48,,-455,975,488,,,0.69,88.23529412,9,14,21/05/2016,9,,,9,8.426483974,1.3,12.665
2016,SCENE,Forest,173FS,09/05/2016,39,09/05/2016 05:16,09/05/2016 21:15,-15,09/05/2016 01:00,39,09/05/2016 05:33,05:33:00,333,17,40.46666667,09/05/2016 19:51,1191,-84,959,858,0.149427929,-0.825568223,0.51,62.63888889,7,15,24/05/2016,6,18.68,0.17,6,15.972,7.647,24.683
2016,SCENE,Forest,173FS,10/05/2016,40,10/05/2016 05:13,10/05/2016 21:17,-14,09/05/2016 01:00,39,10/05/2016 05:51,05:51:00,351,38,,10/05/2016 19:37,1177,-100,964,826,0.142084292,-0.847453932,0.51,69.72222222,7,15,24/05/2016,6,18.68,0.17,6,16.27573077,8.149,24.183
2016,SCENE,Forest,173FS,11/05/2016,41,11/05/2016 05:11,11/05/2016 21:19,-13,09/05/2016 01:00,39,11/05/2016 05:43,05:43:00,343,32,,11/05/2016 19:45,1185,-94,968,842,0.179659417,-0.745550014,0.51,62.08333333,7,15,24/05/2016,6,18.68,0.17,6,16.93989744,10.659,23.683
2016,SCENE,Forest,173FS,12/05/2016,42,12/05/2016 05:10,12/05/2016 21:21,-12,09/05/2016 01:00,39,12/05/2016 05:45,05:45:00,345,35,,12/05/2016 19:11,1151,-130,971,806,0.089975888,-1.045873858,0.51,76.80555556,7,15,24/05/2016,6,18.68,0.17,6,14.88137821,5.6,22.182
2016,SCENE,Forest,173FS,13/05/2016,43,13/05/2016 05:08,13/05/2016 21:23,-11,09/05/2016 01:00,39,13/05/2016 05:39,05:39:00,339,31,,13/05/2016 19:25,1165,-118,975,826,0.082167732,-1.0852987,0.51,73.19444444,7,15,24/05/2016,6,18.68,0.17,6,8.426483974,1.3,12.665
2016,SCENE,Forest,173FS,14/05/2016,44,14/05/2016 05:06,14/05/2016 21:24,-10,09/05/2016 01:00,39,14/05/2016 06:11,06:11:00,371,65,,14/05/2016 19:21,1161,-123,978,790,0.03219262,-1.492243677,0.51,78.88888889,7,15,24/05/2016,6,18.68,0.17,6,8.650929487,-3,17.676
2016,SCENE,Forest,173FS,15/05/2016,45,15/05/2016 05:04,15/05/2016 21:26,-9,09/05/2016 01:00,39,15/05/2016 05:47,05:47:00,347,43,,15/05/2016 19:43,1183,-103,982,836,0.036720772,-1.435088197,0.51,83.88888889,7,15,24/05/2016,6,18.68,0.17,6,9.14700641,-1.9,18.177
2016,SCENE,Forest,173FS,16/05/2016,46,16/05/2016 05:02,16/05/2016 21:28,-8,09/05/2016 01:00,39,16/05/2016 05:47,05:47:00,347,45,,16/05/2016 19:33,1173,-115,986,826,0.032089346,-1.493639134,0.51,81.94444444,7,15,24/05/2016,6,18.68,0.17,6,10.05921474,1.9,17.176
2016,SCENE,Forest,173FS,17/05/2016,47,17/05/2016 05:00,17/05/2016 21:30,-7,09/05/2016 01:00,39,17/05/2016 05:43,05:43:00,343,43,,17/05/2016 19:14,1154,-136,990,811,0.032503544,-1.488069283,0.51,84.30555556,7,15,24/05/2016,6,18.68,0.17,6,8.763842949,-0.2,13.668
2016,SCENE,Forest,173FS,18/05/2016,48,18/05/2016 04:58,18/05/2016 21:32,-6,09/05/2016 01:00,39,18/05/2016 05:48,05:48:00,348,50,,18/05/2016 18:44,1124,-168,994,776,0.112538618,-0.948698422,0.51,90.13888889,7,15,24/05/2016,6,18.68,0.17,6,11.46846474,7.2,14.4
2016,SCENE,Forest,173FS,19/05/2016,49,19/05/2016 04:57,19/05/2016 21:34,-5,09/05/2016 01:00,39,19/05/2016 05:44,05:44:00,344,47,,19/05/2016 18:20,1100,-194,997,756,0.059734684,-1.223773429,0.51,90.13888889,7,15,24/05/2016,6,18.68,0.17,6,11.71444444,7.4,17.676
2016,SCENE,Forest,173FS,20/05/2016,50,20/05/2016 04:55,20/05/2016 21:35,-4,09/05/2016 01:00,39,20/05/2016 05:38,05:38:00,338,43,,20/05/2016 18:48,1128,-167,1000,790,0.064238754,-1.192202891,0.51,89.58333333,7,15,24/05/2016,6,18.68,0.17,6,9.754166667,8,12.2
2016,SCENE,Forest,173FS,21/05/2016,51,21/05/2016 04:53,21/05/2016 21:37,-3,09/05/2016 01:00,39,21/05/2016 05:28,05:28:00,328,35,,21/05/2016 17:44,1064,-233,1004,736,0.151572825,-0.819378655,0.51,92.22222222,7,15,24/05/2016,6,18.68,0.17,6,10.85833333,7.9,13.1
2016,SCENE,Forest,173FS,22/05/2016,52,22/05/2016 04:52,22/05/2016 21:39,-2,09/05/2016 01:00,39,22/05/2016 05:32,05:32:00,332,40,,22/05/2016 18:15,1095,-204,1007,763,0.133997513,-0.872903262,0.51,89.02777778,7,15,24/05/2016,6,18.68,0.17,6,10.00833333,4.8,15
2016,SCENE,Forest,173FS,23/05/2016,53,23/05/2016 04:50,23/05/2016 21:40,-1,09/05/2016 01:00,39,23/05/2016 05:33,05:33:00,333,43,,23/05/2016 19:01,1141,-159,1010,808,,,0.51,86.66666667,7,15,24/05/2016,6,18.68,0.17,6,10.38333333,4.3,15.8
2016,SCENE,Forest,178FS,13/05/2016,43,13/05/2016 05:08,13/05/2016 21:23,-15,16/05/2016 01:00,46,13/05/2016 05:22,05:22:00,322,14,19.72727273,13/05/2016 19:10,1150,-133,975,828,1.376177005,0.138674297,0.59,64.44444444,5,12,28/05/2016,5,19.48,1.64,5,8.426483974,1.3,12.665
2016,SCENE,Forest,178FS,14/05/2016,44,14/05/2016 05:06,14/05/2016 21:24,-14,16/05/2016 01:00,46,14/05/2016 05:14,05:14:00,314,8,,14/05/2016 19:18,1158,-126,978,844,0.683016368,-0.165568889,0.59,79.72222222,5,12,28/05/2016,5,19.48,1.64,5,8.650929487,-3,17.676
2016,SCENE,Forest,178FS,15/05/2016,45,15/05/2016 05:04,15/05/2016 21:26,-13,16/05/2016 01:00,46,15/05/2016 05:10,05:10:00,310,6,,15/05/2016 18:28,1108,-178,982,798,0.315129191,-0.501511365,0.59,65.13888889,5,12,28/05/2016,5,19.48,1.64,5,9.14700641,-1.9,18.177
2016,SCENE,Forest,178FS,16/05/2016,46,16/05/2016 05:02,16/05/2016 21:28,-12,16/05/2016 01:00,46,16/05/2016 05:14,05:14:00,314,12,,16/05/2016 18:40,1120,-168,986,806,0.446428507,-0.350248081,0.59,78.19444444,5,12,28/05/2016,5,19.48,1.64,5,10.05921474,1.9,17.176
2016,SCENE,Forest,178FS,17/05/2016,47,17/05/2016 05:00,17/05/2016 21:30,-11,16/05/2016 01:00,46,17/05/2016 05:14,05:14:00,314,14,,17/05/2016 18:28,1108,-182,990,794,0.716854531,-0.144568965,0.59,66.38888889,5,12,28/05/2016,5,19.48,1.64,5,8.763842949,-0.2,13.668
2016,SCENE,Forest,178FS,18/05/2016,48,18/05/2016 04:58,18/05/2016 21:32,-10,16/05/2016 01:00,46,18/05/2016 05:24,05:24:00,324,26,,18/05/2016 18:30,1110,-182,994,786,0.394450287,-0.404007724,0.59,85.69444444,5,12,28/05/2016,5,19.48,1.64,5,11.46846474,7.2,14.4
2016,SCENE,Forest,178FS,19/05/2016,49,19/05/2016 04:57,19/05/2016 21:34,-9,16/05/2016 01:00,46,19/05/2016 05:24,05:24:00,324,27,,19/05/2016 18:58,1138,-156,997,814,0.858417729,-0.066301321,0.59,84.58333333,5,12,28/05/2016,5,19.48,1.64,5,11.71444444,7.4,17.676
2016,SCENE,Forest,178FS,20/05/2016,50,20/05/2016 04:55,20/05/2016 21:35,-8,16/05/2016 01:00,46,20/05/2016 05:26,05:26:00,326,31,,20/05/2016 19:12,1152,-143,1000,826,0.357234021,-0.447047188,0.59,85.55555556,5,12,28/05/2016,5,19.48,1.64,5,9.754166667,8,12.2
2016,SCENE,Forest,178FS,21/05/2016,51,21/05/2016 04:53,21/05/2016 21:37,-7,16/05/2016 01:00,46,21/05/2016 05:28,05:28:00,328,35,,21/05/2016 19:26,1166,-131,1004,838,0.363583968,-0.439395275,0.59,85.13888889,5,12,28/05/2016,5,19.48,1.64,5,10.85833333,7.9,13.1
2016,SCENE,Forest,178FS,22/05/2016,52,22/05/2016 04:52,22/05/2016 21:39,-6,16/05/2016 01:00,46,22/05/2016 05:20,05:20:00,320,28,,22/05/2016 19:02,1142,-157,1007,822,0.541450466,-0.266441268,0.59,86.94444444,5,12,28/05/2016,5,19.48,1.64,5,10.00833333,4.8,15
2016,SCENE,Forest,178FS,23/05/2016,53,23/05/2016 04:50,23/05/2016 21:40,-5,16/05/2016 01:00,46,23/05/2016 05:06,05:06:00,306,16,,23/05/2016 19:04,1144,-156,1010,838,,,0.59,85.27777778,5,12,28/05/2016,5,19.48,1.64,5,10.38333333,4.3,15.8
2016,SCENE,Forest,309DL,17/05/2016,47,17/05/2016 05:00,17/05/2016 21:30,-7,09/05/2016 01:00,39,17/05/2016 05:09,05:09:00,309,9,29.2,17/05/2016 18:47,1127,-163,990,818,1.113784391,0.046801127,0.41,85.55555556,10,15,24/05/2016,8,,,8,8.763842949,-0.2,13.668
2016,SCENE,Forest,309DL,18/05/2016,48,18/05/2016 04:58,18/05/2016 21:32,-6,09/05/2016 01:00,39,18/05/2016 05:23,05:23:00,323,25,,18/05/2016 18:59,1139,-153,994,816,0.376728028,-0.423972068,0.41,87.08333333,10,15,24/05/2016,8,,,8,11.46846474,7.2,14.4
2016,SCENE,Forest,309DL,19/05/2016,49,19/05/2016 04:57,19/05/2016 21:34,-5,09/05/2016 01:00,39,19/05/2016 05:25,05:25:00,325,28,,19/05/2016 19:23,1163,-131,997,838,0.444924176,-0.351713995,0.41,88.05555556,10,15,24/05/2016,8,,,8,11.71444444,7.4,17.676
2016,SCENE,Forest,309DL,20/05/2016,50,20/05/2016 04:55,20/05/2016 21:35,-4,09/05/2016 01:00,39,20/05/2016 05:33,05:33:00,333,38,,20/05/2016 19:01,1141,-154,1000,808,0.647169838,-0.188981732,0.41,87.77777778,10,15,24/05/2016,8,,,8,9.754166667,8,12.2
2016,SCENE,Forest,309DL,21/05/2016,51,21/05/2016 04:53,21/05/2016 21:37,-3,09/05/2016 01:00,39,21/05/2016 05:39,05:39:00,339,46,,,,NA,1004,NA,,,0.41,84.7639485,10,15,24/05/2016,8,,,8,10.85833333,7.9,13.1
2016,SCENE,Forest,315DL,17/05/2016,47,17/05/2016 05:00,17/05/2016 21:30,-5,09/05/2016 01:00,39,17/05/2016 05:16,05:16:00,316,16,26.6,17/05/2016 19:02,1142,-148,990,826,0.196164576,-0.707379416,0.36,86.94444444,6,13,22/05/2016,6,18.72,1.3,6,8.763842949,-0.2,13.668
2016,SCENE,Forest,315DL,18/05/2016,48,18/05/2016 04:58,18/05/2016 21:32,-4,09/05/2016 01:00,39,18/05/2016 04:48,04:48:00,288,-10,,18/05/2016 18:58,1138,-154,994,850,0.277660054,-0.556486596,0.36,83.75,6,13,22/05/2016,6,18.72,1.3,6,11.46846474,7.2,14.4
2016,SCENE,Forest,315DL,19/05/2016,49,19/05/2016 04:57,19/05/2016 21:34,-3,09/05/2016 01:00,39,19/05/2016 05:36,05:36:00,336,39,,19/05/2016 18:40,1120,-174,997,784,0.175757481,-0.75508618,0.36,90.13888889,6,13,22/05/2016,6,18.72,1.3,6,11.71444444,7.4,17.676
2016,SCENE,Forest,315DL,20/05/2016,50,20/05/2016 04:55,20/05/2016 21:35,-2,09/05/2016 01:00,39,20/05/2016 05:34,05:34:00,334,39,,20/05/2016 18:32,1112,-183,1000,778,0.345094838,-0.462061537,0.36,85.41666667,6,13,22/05/2016,6,18.72,1.3,6,9.754166667,8,12.2
2016,SCENE,Forest,315DL,21/05/2016,51,21/05/2016 04:53,21/05/2016 21:37,-1,09/05/2016 01:00,39,21/05/2016 05:42,05:42:00,342,49,,,,NA,1004,NA,,,0.36,85.6223176,6,13,22/05/2016,6,18.72,1.3,6,10.85833333,7.9,13.1
